LocusTag ;%
b1471;0.043928864
b1472;0.577951466
b1473;0.931704477
b1474;0.634597625
b1475;1.209529003
b1476;0.200857638
b1477;1.91756365
b1478;2.627380753
b1479;3.215782519
b1480;13.10673234
b1481;0.907185221
b1482;5.84464313
b1483;0.57621613
b1484;0.205659666
b1485;0.220010311
b1486;0.445264177
b1487;0.239947529
b1488;0.915335483
b1489;0.338950015
b1490;0.627632722
b1491;0.805507947
b1492;2.875002928
b1493;5.288459562
b1494;0.188059371
b1495;0.258157879
b1496;0.251072967
b1497;0.051884771
b1498;0.253837577
b1499;0.087873956
b1500;0.052899762
b1501;0.127261291
b1502;0.134754525
b1503;0.241960209
b1504;0.208626376
b1505;0.136674438
b1506;0.347623013
b1507;0.815584233
b1508;1.134824162
b1511;0.277132453
b1512;0.88517657
b1513;0.217027035
b1514;0.707168084
b1515;0.274959786
b1516;0.724486837
b1517;1.41714937
b1518;0.556358795
b1519;1.619085905
b1520;0.915927426
b1521;0.514388997
b1522;0.440265055
b1523;1.994501531
b1524;1.603020981
b1525;1.297307394
b1526;0.329415608
b1527;0.079030443
b1528;0.991824988
b1529;0.868560933
b1530;2.128317487
b1531;2.015422008
b1532;0.258989102
b1533;2.04015772
b1534;1.089458054
b1535;0.53274586
b1536;1.896155777
b1537;0.567543869
b1538;2.077587079
b1539;4.336793202
b1540;1.182983594
b1541;0.847776661
b1542;0.675655948
b1544;0
b1545;0
b1546;0.476044483
b1547;3.563887774
b1548;0.250689382
b1549;0.121515099
b1550;2.874870403
b1551;0.385146611
b1552;0.101727412
b1553;0.264906325
b1554;0.269431303
b1555;0.171190906
b1556;1.363314205
b1557;0.171137087
b1558;0.442427415
b1559;1.836504256
b1560;0.663906171
b1561;0.378280365
b1562;1.003756618
b1563;1.397607885
b1564;2.909886342
b1565;0.451025315
b1566;0.323749446
b1567;0.497774833
b1568;0.096079878
b1569;0.365512358
b1570;2.629670483
b1571;0.243503605
b1572;0.535361012
b1573;0.499019827
b1574;1.236072204
b1575;0.145323729
b1576;0.210429373
b1577;0.157744153
b1578;0
b1579;0.288781364
b1580;0.158450141
b1581;0.136861445
b1582;1.437067078
b1583;5.283872739
b1584;3.506504631
b1585;1.230593785
b1586;1.737689513
b1587;0.091723206
b1588;0.223898066
b1589;0.223745663
b1590;0.961699206
b1591;1.995658176
b1592;0.252547671
b1593;0.299571073
b1594;1.31016964
b1595;2.539980794
b1596;0.234432003
b1597;1.246958361
b1598;1.315606829
b1599;0.609687421
b1600;0.959642131
b1601;0.190838191
b1602;6.615641677
b1603;13.28915242
b1604;2.931347961
b1605;0.584032872
b1606;1.364002597
b1607;1.335198379
b1608;2.055532044
b1609;1.09785864
b1610;0.660897864
b1611;1.1868673
b1612;2.849749633
b1613;1.896509912
b1614;3.301871957
b1615;0.260302642
b1616;2.087444699
b1617;0.945950133
b1618;2.932194646
b1619;3.584009422
b1620;0.670553015
b1621;0.592241297
b1622;0.605556336
b1623;1.411299146
b1624;2.495916371
b1625;1.095283981
b1626;1.043289436
b1627;1.415352189
b1628;2.119341892
b1629;1.804175621
b1630;1.193084912
b1631;1.15037224
b1632;2.208667139
b1633;0.749722462
b1634;0.972985147
b1635;3.633124503
b1636;1.763869743
b1637;4.645118996
b1638;2.635000916
b1639;0.315055098
b1640;1.248531723
b1641;10.17907298
b1642;3.589229418
b1643;0.309268927
b1644;0.232210082
b1645;0.176755761
b1646;3.567451212
b1647;2.310295085
b1648;0.361023456
b1649;0.903634299
b1650;1.02100101
b1651;4.462824076
b1652;1.525584661
b1653;0.343782745
b1654;6.92815672
b1655;1.078340714
b1656;9.885383786
b1657;1.111463024
b1658;3.08875771
b1659;0.994297308
b1660;1.116454047
b1661;3.683955042
b1662;2.078207735
b1663;1.097341794
b1664;2.408442787
b1665;1.624803604
b1666;2.548778953
b1667;5.644847603
b1668;0.800731172
b1669;0.879734964
b1670;0.186109493
b1671;0.38805847
b1672;0.370220662
b1673;0.952747171
b1674;0.169248759
b1675;1.284719031
b1676;5.939354028
b1677;15.98044683
b1678;2.704215559
b1679;1.292317843
b1680;1.49976372
b1681;1.720889077
b1682;1.535920842
b1683;2.285833992
b1684;2.38318213
b1685;4.800923725
b1686;2.068252931
b1687;4.343736017
b1688;1.072402141
b1689;0.141014545
b1690;0.124453611
b1691;0.129131066
b1692;0.308922891
b1693;1.811638227
b1694;0.537225927
b1695;0.358459106
b1696;0.125445631
b1697;0.372346209
b1698;0.828752758
b1699;0.866037076
b1700;1.644902429
b1701;1.140362953
b1702;4.103483682
b1703;2.986654885
b1704;1.936472699
b1705;0.51259108
b1706;2.064472299
b1707;0.412561529
b1708;1.40614394
b1709;1.199868697
b1710;1.963552624
b1711;2.168677848
b1712;6.4117747
b1713;8.464639319
b1714;5.130622789
b1715;0.28163262
b1716;5.855701569
b1717;11.31701736
b1718;14.67286363
b1719;11.25019552
b1722;0.917097323
b1723;3.094875928
b1724;4.038612901
b1725;1.766613738
b1726;1.974566889
b1727;1.601060354
b1728;0.409637889
b1729;4.567835079
b1730;0.225461047
b1731;0.447673179
b1732;3.873619801
b1733;0.746242219
b1734;0.756099839
b1735;0.568933905
b1736;0.470035966
b1737;0.24267459
b1738;1.455091157
b1739;5.017049225
b1740;5.521975231
b1741;2.245279263
b1742;0.626136667
b1743;2.41999893
b1744;0.338914675
b1745;1.328869595
b1746;1.176584865
b1747;1.271596153
b1748;1.388061697
b1749;4.315059171
b1750;0.139378529
b1751;0.507859953
b1752;0.377039788
b1753;1.656107382
b1754;1.375149386
b1755;0.325255073
b1756;0.362291275
b1757;0.496735251
b1758;0.795474364
b1759;0.985993907
b1760;0.568608483
b1761;5.714496631
b1762;0.471741852
b1763;1.236251112
b1764;3.925989097
b1765;3.567289238
b1766;1.534534488
b1767;2.506039777
b1768;1.883643984
b1769;0.317482506
b1770;0.502245328
b1771;0.641894575
b1772;0.433913447
b1773;0.488279446
b1774;0.310517603
b1775;0.287023941
b1776;0.444529402
b1777;7.149487491
b1778;10.93041371
b1779;16.74470135
b1780;2.80990391
b1781;0.805620593
b1782;6.297840375
b1783;3.952641262
b1784;1.307918195
b1785;0.158000146
b1786;0.689564402
b1787;1.72292333
b1788;0.119990477
b1789;1.315204102
b1790;0.269744355
b1791;0.436404173
b1792;1.702587433
b1793;0.833024467
b1794;2.156611485
b1795;5.758465341
b1796;0.614419285
b1797;1.20854464
b1798;0.067274262
b1799;0.681140257
b1800;0.225615217
b1801;0.966749129
b1802;0.598010534
b1803;1.255096107
b1804;1.674994343
b1805;2.168267758
b1806;1.122190888
b1807;2.302211085
b1808;0.873729391
b1809;5.430224048
b1810;4.643675951
b1811;4.044694306
b1812;2.325276252
b1813;1.446904819
b1814;1.055980873
b1815;0.966020244
b1816;0.714029912
b1817;10.58815426
b1818;9.80153254
b1819;2.693827104
b1820;1.029607009
b1821;0.811671076
b1822;1.007364967
b1823;13.5026127
b1824;14.16105371
b1825;1.515663724
b1826;2.124144436
b1827;1.976700535
b1828;0.868591855
b1829;2.799942479
b1830;2.400712187
b1831;6.342589508
b1832;7.619235584
b1833;0.793581471
b1834;0.88829826
b1835;0.649105385
b1836;2.767208908
b1837;1.533614914
b1838;0.645592011
b1839;2.658641829
b1840;3.627558471
b1841;3.839089785
b1842;2.271193708
b1843;0.657135638
b1844;1.882497647
b1845;1.427062945
b1846;0.767653774
b1847;4.414401068
b1848;2.770595648
b1849;3.579267987
b1850;3.487605154
b1851;4.336535515
b1852;4.335784543
b1853;1.507412596
b1854;2.789671824
b1855;2.303350797
b1856;1.062250758
b1857;2.658818528
b1858;1.575837981
b1859;0.882262502
b1860;1.632130005
b1861;2.192295936
b1862;1.198940289
b1863;2.571241869
b1864;5.085777944
b1865;4.037508529
b1866;5.030316408
b1867;1.96276852
b1868;0.631439858
b1869;2.441872848
b1870;2.932702657
b1871;0.970804381
b1872;0.446069632
b1873;0.252735415
b1874;0.539238092
b1875;1.988546759
b1876;2.031890395
b1877;0.117609084
b1878;0.372136379
b1879;0.618630622
b1880;1.17836953
b1881;0.302976219
b1882;1.151013512
b1883;1.022258521
b1884;0.478762709
b1885;1.296068289
b1886;1.068702496
b1887;0.799707788
b1888;0.394423331
b1889;1.099051361
b1890;0.853341957
b1891;1.565263256
b1892;1.226699035
b1893;0
b1894;0.629515307
b1895;0.714769105
b1896;1.991446839
b1897;3.257601386
b1900;0.432574212
b1901;1.115398267
b1902;0.837004622
b1904;0.098390664
b1905;3.245747798
b1906;0.172780612
b1907;1.216541762
b1908;1.828580758
b1909;2.993141227
b1910;2.459016375
b1911;7.92611097
b1912;1.76607186
b1913;2.046323794
b1914;4.253560404
b1915;1.273296885
b1916;0.932749212
b1917;2.088618277
b1918;1.632476777
b1919;3.274542444
b1920;9.892554838
b1921;0.570318787
b1922;0.187292348
b1923;1.603207988
b1924;0.234043559
b1925;0.643573956
b1926;0.587893018
b1927;2.504228608
b1928;4.22414731
b1929;5.207001121
b1930;1.662472243
b1931;1.724651303
b1932;1.114834302
b1936;0.162487428
b1937;0.330440465
b1938;2.511753059
b1939;1.271275885
b1940;1.525427104
b1941;0.427067816
b1942;0.322688513
b1943;0.365691267
b1944;0.349219198
b1945;1.088997899
b1946;0.84438845
b1947;0.060342858
b1948;0.172240722
b1949;0.071094577
b1950;1.883047624
b1951;0.197772245
b1952;1.626147256
b1953;1.404776728
b1954;0.175997499
b1955;1.438155988
b1956;0.360296044
b1957;1.960966922
b1958;3.186973148
b1959;2.552445467
b1960;2.793051201
b1961;1.537855701
b1962;1.806457989
b1963;2.776007068
b1967;2.981839825
b1968;0.456721663
b1969;2.326405656
b1970;0.514615025
b1971;0.399204524
b1972;0.113048914
b1973;0.608809078
b1974;0.292850605
b1975;1.660753105
b1976;1.435070374
b1977;11.65274629
b1978;1.114347642
b1981;0.876773039
b1982;1.896858157
b1983;1.569594601
b1984;12.85922796
b1985;0.419494037
b1986;12.22330877
b1987;1.886539647
b1988;0.44702749
b1989;13.80552708
b1990;0.66124979
b1991;1.837192647
b1992;2.098084213
b1993;1.603688758
b1994;0
b1996;0
b1997;0
b1999;0.714340608
b2000;2.176097751
b2001;0.449450481
b2002;1.431411223
b2003;1.462304175
b2004;0.548606107
b2005;0.435254154
b2006;1.050074694
b2007;8.589006273
b2008;2.214504847
b2009;1.739385091
b2010;2.29839585
b2011;1.04355154
b2012;3.655594782
b2013;2.607907003
b2014;2.631179791
b2015;0.819011465
b2016;1.928372502
b2017;3.261429873
b2018;7.725792707
b2019;6.268522993
b2020;3.607952196
b2021;5.846336499
b2022;4.428154174
b2023;3.739976126
b2024;5.855223008
b2025;5.203570207
b2026;2.969529765
b2027;4.54886934
b2028;0.800215799
b2029;10.96499526
b2030;0
b2032;3.738606705
b2033;3.367309649
b2034;3.42513454
b2035;1.535282515
b2036;2.844573812
b2037;2.788236141
b2038;3.464693127
b2039;5.84844953
b2040;5.453990122
b2041;5.315951049
b2042;6.158593856
b2043;0.482131042
b2044;1.239095973
b2045;0.599360812
b2046;1.921487114
b2047;0.5518802
b2048;2.980956328
b2049;0.380683478
b2050;0.710907486
b2051;0.272988851
b2052;1.118767337
b2053;0.798562187
b2054;0.172077349
b2055;0.788480748
b2056;0.912301406
b2057;0.813020618
b2058;1.112710964
b2059;0.728017145
b2060;0.376402197
b2061;0.427272493
b2062;0.160639962
b2063;1.20953931
b2064;1.300024148
b2065;2.344507041
b2066;1.772249714
b2067;0.640403674
b2068;0.743476873
b2069;0.335009618
b2070;0.75618598
b2071;0.160464956
b2072;0.61798935
b2073;0.488763161
b2074;0.520287077
b2075;3.311318015
b2076;0.504951775
b2077;0.527099577
b2078;1.187730919
b2079;1.307734133
b2080;5.283916914
b2081;3.081483583
b2082;0.780538844
b2083;0.182874789
b2085;0.184626616
b2086;0.704121491
b2088;0
b2089;0
b2091;3.00646731
b2092;7.083939362
b2093;11.61103786
b2094;12.36599357
b2095;14.55227363
b2096;14.62621498
b2097;7.626296199
b2098;0.227027119
b2099;0.927984218
b2100;0.784571273
b2101;0.876830467
b2102;0.569092934
b2103;1.773056641
b2104;3.875931618
b2105;1.003521018
b2106;0.214809604
b2107;0.859647919
b2108;0.658067728
b2109;0.373956383
b2110;0.10001063
b2111;0.0584401
b2112;1.768194462
b2113;3.838574412
b2114;2.355186313
b2118;0.15883645
b2119;0.41462744
b2120;1.256386749
b2121;1.439367852
b2122;0.229074624
b2123;0.213137365
b2124;0.479504847
b2125;0.620326936
b2126;0.881220711
b2127;1.444494344
b2128;1.455241351
b2129;1.622217902
b2130;1.422396607
b2131;0.938859332
b2132;0.950490572
b2133;2.373230271
b2134;1.793815144
b2135;0.842910801
b2136;0.893184736
b2137;1.411050294
b2139;0.958679119
b2140;0.654934257
b2141;0.388743181
b2142;0.453242157
b2143;1.086917263
b2144;1.068340262
b2145;0.883260854
b2146;1.726121589
b2147;0.421831623
b2148;1.944053841
b2149;1.083176389
b2150;2.239984906
b2151;0.343934412
b2152;0.696251004
b2153;7.100961407
b2154;2.9820018
b2155;1.942059346
b2156;3.443599631
b2157;1.618964424
b2158;1.318067369
b2159;1.499796114
b2160;0.748976643
b2161;0.482874652
b2162;0.377523503
b2163;0.181673821
b2164;0.495471114
b2165;0.70872672
b2166;0.409595187
b2167;0.567733085
b2168;1.187786137
b2169;1.270869477
b2170;0.777300091
b2171;2.504846319
b2172;0.430097475
b2173;1.211435884
b2174;0.355561235
b2175;4.89678317
b2176;0.890976729
b2177;0.751286252
b2178;0.383353112
b2179;0.81051075
b2180;0.654881984
b2181;3.176378544
b2182;0.446090983
b2183;2.567928755
b2184;0.564483288
b2185;15.23586485
b2186;1.960140116
b2187;4.30518609
b2188;1.734643656
b2189;0.495937895
b2190;1.818385201
b2192;14.35036507
b2193;1.4135528
b2194;0.734914313
b2195;1.248942549
b2196;1.454420435
b2197;0.384174764
b2198;0.504931896
b2199;1.306969172
b2200;1.290677484
b2201;0.733181922
b2202;1.234802913
b2203;1.517988794
b2204;1.156003798
b2205;1.794673609
b2206;1.470065698
b2207;1.26747832
b2208;0.413132857
b2209;2.869090859
b2210;1.051377116
b2211;2.100069137
b2212;1.086403362
b2213;2.746812639
b2214;0.425421566
b2215;12.98698902
b2216;5.49890123
b2217;5.273594721
b2218;1.30510941
b2219;0.629092701
b2220;1.235178399
b2221;0.284801209
b2222;1.590396542
b2223;0.4742046
b2224;0.369680256
b2225;0.807922839
b2226;2.97109061
b2229;0.464545767
b2230;0.857202104
b2231;2.551753394
b2232;2.882218155
b2233;1.833073342
b2234;2.80737858
b2235;3.11099239
b2236;0.859312926
b2237;1.413203819
b2238;0.189444032
b2239;0.653653923
b2240;0.944810421
b2241;0.669303603
b2242;0.781450319
b2243;0.466955506
b2244;2.465833292
b2245;0.554113976
b2246;0.184073768
b2247;1.282914488
b2248;0.314150249
b2249;0.814109529
b2250;0.880512441
b2251;0.509423007
b2252;0.034870456
b2253;0.599251847
b2254;0.85525252
b2255;1.666806533
b2256;0.235876153
b2257;0.889273052
b2258;0.152787292
b2259;1.871518722
b2260;0.988608322
b2261;2.539450695
b2262;3.260583189
b2263;2.644189287
b2264;1.419335289
b2265;1.35528616
b2266;9.15642498
b2267;2.300096582
b2268;1.663265182
b2269;0.052160054
b2270;0.30389454
b2271;0.197160128
b2272;0.105901421
b2273;0.091707082
b2274;0.274388458
b2275;0.323558022
b2276;3.062473669
b2277;3.417087353
b2278;4.583811654
b2279;3.479197206
b2280;4.666639515
b2281;5.506079644
b2282;4.806003834
b2283;5.267682653
b2284;5.608440156
b2285;8.973570512
b2286;6.945907651
b2287;7.511765513
b2288;6.844931285
b2289;1.85648749
b2290;1.037470134
b2291;1.259185963
b2292;0.961836885
b2293;2.434932978
b2294;6.196989171
b2295;1.445932972
b2296;4.734447924
b2297;1.459371701
b2298;1.191431299
b2299;2.795686968
b2300;3.326116593
b2301;1.156619301
b2302;0.976405753
b2303;5.562836976
b2304;3.1783885
b2305;1.091829507
b2306;3.0999634
b2307;1.80949501
b2308;3.289061248
b2309;8.333756573
b2310;2.999995693
b2311;0.429306745
b2312;2.889168333
b2313;6.307499944
b2314;2.520220643
b2315;2.415234672
b2316;4.239652686
b2317;2.00696694
b2318;3.160858443
b2319;2.217607394
b2320;1.542753957
b2321;2.149821809
b2322;0.773830155
b2323;7.391300671
b2324;0.469933627
b2325;1.409868617
b2326;1.575288004
b2327;3.087248403
b2328;1.687372875
b2329;4.376867162
b2330;4.623922426
b2331;2.152399412
b2332;1.683101166
b2333;0.480906662
b2334;0.419395379
b2335;0.343737098
b2336;1.037744755
b2339;0.065259446
b2340;3.102753778
b2341;1.767421402
b2342;1.608793899
b2343;1.137405446
b2344;0.634736039
b2345;0.274135189
b2346;3.278312032
b2347;1.405215532
b2348;0.163363784
b2349;0.472679831
b2350;1.535249384
b2351;3.507476478
b2352;0.668344272
b2353;1.392923141
b2354;0.460634083
b2355;0.047106156
b2356;0.766014887
b2357;0.201847007
b2358;0.572132901
b2359;0.211995592
b2360;0.179063824
b2361;2.274754201
b2362;0.126982032
b2363;0.571572616
b2364;0.199419746
b2365;0.285164179
b2366;0.976738537
b2367;0.138494148
b2368;0.103467534
b2369;3.751623564
b2370;0.323893751
b2371;0.152891471
b2372;0.251409433
b2373;0.297991086
b2374;0.428750878
b2375;1.025578262
b2376;0.160097716
b2377;1.367772921
b2378;0.392565042
b2379;2.549191252
b2380;0.774899187
b2381;0.986212572
b2382;0.979886732
b2383;0.32722159
b2384;2.708876006
b2385;0.625030823
b2386;0.439666486
b2387;0.217227736
b2388;1.658048867
b2389;0.50264732
b2390;0.406974881
b2392;0.869103547
b2393;2.810316209
b2394;0
b2395;0.689744783
b2396;5.085549707
b2397;5.741384396
b2398;0.987227858
b2399;0.86087598
b2400;4.305024116
b2401;0
b2402;13.74866667
b2403;13.13125675
b2404;0
b2405;0.559843455
b2406;0.14052575
b2407;0.630157315
b2408;0.939262059
b2409;0.317199051
b2410;1.349452134
b2411;2.366093822
b2412;1.624316208
b2413;0.683126653
b2414;16.37037095
b2415;14.15952231
b2416;13.00689715
b2417;10.21813828
b2418;1.641498756
b2419;0.494517673
b2420;0.613338474
b2421;2.795458731
b2422;2.988061118
b2423;3.083235853
b2424;3.539341277
b2425;5.609264753
b2426;1.719894407
b2427;2.465340006
b2428;1.070703617
b2429;1.322592347
b2430;2.162117881
b2431;1.298624541
b2432;1.783217595
b2433;1.60335671
b2434;1.712677707
b2435;2.015187881
b2436;0.827422359
b2437;0.975419182
b2438;1.424491232
b2439;0.72987028
b2440;1.063738714
b2441;2.426510305
b2442;0.939854002
b2443;0.752805867
b2444;0.246438288
b2445;0.204306884
b2446;0.826245099
b2447;1.665709524
b2448;0.274117519
b2449;1.370524278
b2450;2.698413927
b2451;0.598882251
b2452;1.740397431
b2453;0.666552982
b2454;1.772948413
b2455;0.582891688
b2456;0.572002585
b2457;1.234372944
b2458;0.671610267
b2459;0.730124286
b2460;1.125120418
b2461;0.222360781
b2462;0.112209665
b2463;3.102385654
b2464;6.798105934
b2465;4.134303009
b2466;0.360693617
b2467;1.02887297
b2468;1.445159912
b2469;0.480217535
b2470;4.226002654
b2471;2.045509504
b2472;1.022681127
b2473;0.749727616
b2474;0.918562456
b2475;2.26848358
b2476;6.487556672
b2477;3.899513631
b2478;7.712098501
b2479;6.376736674
b2480;9.430161859
b2481;5.939398203
b2482;1.006386494
b2483;0.606492107
b2484;1.068881404
b2485;0.542451813
b2486;0.75330578
b2487;1.168526635
b2488;0.423240065
b2489;0.384667314
b2490;1.068274
b2491;0.935999746
b2492;0.605087346
b2493;1.631649235
b2494;2.679300938
b2495;1.799641808
b2496;2.53158757
b2497;3.259199043
b2498;7.938148619
b2499;5.382625637
b2500;4.916315821
b2501;3.714428332
b2502;1.694829591
b2503;0.125474344
b2504;2.503904659
b2505;0.128723037
b2506;0.431168716
b2507;4.593058924
b2508;7.59912866
b2509;1.676499234
b2510;0.62585542
b2511;1.724145501
b2512;3.007829368
b2513;3.987134464
b2514;4.196847247
b2515;2.712174396
b2516;3.538155918
b2517;1.583513363
b2518;7.704286913
b2519;0.84236745
b2520;1.909067352
b2521;2.46035561
b2522;2.155692648
b2523;2.785232251
b2524;4.281589353
b2525;3.214899021
b2526;4.500122382
b2527;3.676099279
b2528;8.980859364
b2529;8.190033667
b2530;7.199478707
b2531;5.476961049
b2532;2.964515918
b2533;1.2427912
b2534;0.514655519
b2535;0.295151378
b2536;0.986000533
b2537;0.867202556
b2538;0.616709752
b2539;0.484065901
b2540;1.380384843
b2541;1.337888628
b2542;0.821986642
b2543;1.602525486
b2544;1.629508227
b2545;0.346635705
b2546;0.268593968
b2547;0.171451096
b2548;0.342747581
b2549;3.743907688
b2550;0.950401486
b2551;9.512474347
b2552;1.170514503
b2553;2.522951385
b2554;1.999221614
b2555;2.917322443
b2556;1.330850101
b2557;3.099624726
b2558;0.207782121
b2559;1.673237656
b2560;1.084735761
b2561;0.76093625
b2562;3.423772482
b2563;2.6558809
b2564;2.807312318
b2565;0.866489132
b2566;1.531696253
b2567;3.400558593
b2568;1.678574716
b2569;2.754582261
b2570;1.411663589
b2571;2.135371476
b2572;4.924885743
b2573;4.083310496
b2574;2.000660242
b2575;1.914923466
b2576;1.753233173
b2577;0.468496472
b2578;1.660745742
b2579;2.875988027
b2580;1.776273307
b2581;1.72791877
b2582;1.314013589
b2583;0.463155731
b2584;1.346139756
b2585;2.992000043
b2586;0.704237818
b2587;8.542850907
b2588;19.71840564
b2589;13.75017598
b2590;12.71545352
b2591;12.80688812
b2592;2.156933225
b2593;1.398504634
b2594;2.906985526
b2595;4.802116446
b2597;7.226278121
b2598;0.453768574
b2599;5.030618269
b2600;2.4043198
b2601;5.958776241
b2602;0.406839412
b2603;1.199230371
b2604;1.155375043
b2605;1.080670202
b2606;7.715801826
b2607;14.55086739
b2608;14.60929601
b2609;10.68551565
b2610;3.01098787
b2611;1.875250761
b2614;3.593256693
b2615;1.080488349
b2616;0.882280172
b2617;2.253235891
b2618;1.414727851
b2619;1.542007401
b2620;3.755157553
b2621;15.23990685
b2622;1.161361472
b2623;0.104218654
b2624;0.084835756
b2625;0.282285451
b2626;0.150679857
b2627;0.491797238
b2628;0.724357994
b2629;0.248786918
b2630;2.884971721
b2631;1.11471503
b2632;0.462230268
b2633;0.8230623
b2634;3.948061801
b2635;0
b2636;0.156563212
b2637;0.268484488
b2638;1.67131016
b2641;0.073240739
b2642;0.246237293
b2643;1.002154543
b2644;0.593032763
b2645;0.089424714
b2646;0.22034869
b2647;0.694905879
b2648;0.197482089
b2650;1.351825797
b2652;0.314483769
b2659;0.759374669
b2660;1.455889249
b2661;2.488313878
b2662;1.659896113
b2663;0.888874742
b2664;6.645864643
b2665;3.5674733
b2666;1.80911437
b2667;0.674893931
b2668;0.530418581
b2669;6.696003108
b2670;0.035497371
b2671;1.397784584
b2672;7.365031355
b2673;1.790253914
b2674;0.924034249
b2675;0.758362328
b2676;0.397667239
b2677;1.734879992
b2678;1.61704429
b2679;1.650695226
b2681;0.065303547
b2682;1.961801091
b2683;3.716843224
b2684;6.145540185
b2685;1.892586449
b2686;0.36040869
b2687;6.000484671
b2688;6.183780888
b2689;2.91594566
b2690;1.597926884
b2691;3.282677981
b2692;2.791551465
b2693;0
b2694;3.602084302
b2695;7.610879173
b2696;5.108167235
b2697;7.811948408
b2698;0.246254374
b2699;3.771031052
b2700;1.600910159
b2701;1.713121665
b2702;1.179186765
b2703;0.923138972
b2704;0.309425012
b2705;0.75308196
b2706;0.544419067
b2707;1.17350146
b2708;3.121366119
b2709;0.742234823
b2710;1.039523529
b2711;1.875540106
b2712;0.699293915
b2713;0.226262452
b2714;2.678100854
b2715;1.54925576
b2716;0.363690882
b2717;3.292418537
b2718;1.049193406
b2719;0.532964526
b2720;0.351076014
b2721;0.205619908
b2722;1.73999544
b2723;0.251215799
b2724;0.444295275
b2725;0.037007334
b2726;0.859015482
b2727;2.462961926
b2728;0.898122749
b2729;0.763760496
b2730;1.383381371
b2731;1.073979183
b2732;0.389544954
b2733;2.179599345
b2734;0.22992845
b2735;2.75175507
b2736;0.224317286
b2737;0.108387435
b2738;0.636532484
b2739;0.304814629
b2740;0.610500975
b2741;8.371261028
b2742;13.96191344
b2743;3.101561057
b2744;2.424375187
b2745;3.456763739
b2746;3.268210714
b2747;2.046980527
b2748;2.700475421
b2749;1.734518494
b2750;4.228498534
b2751;6.398242468
b2752;10.58172682
b2753;0.689280211
b2754;0.619134951
b2755;0.719051121
b2756;1.319288068
b2757;0.397956584
b2758;0.128598317
b2759;0.220852431
b2760;0.258346358
b2761;0.118157294
b2762;5.70230437
b2763;6.42274479
b2764;6.832746386
b2765;0.846407241
b2766;0.145909782
b2767;0.325006221
b2768;0.120845114
b2769;0.88903598
b2770;1.137214758
b2771;0.186919292
b2774;1.602400324
b2775;0.638949585
b2776;0.318237896
b2777;1.641875715
b2778;0.054290092
b2779;12.8393051
b2780;6.335219669
b2781;2.868339887
b2782;2.344978239
b2783;2.884161849
b2784;2.034393637
b2785;2.415275166
b2786;0.800820995
b2787;0.916358131
b2788;1.58148721
b2789;1.027532263
b2790;1.657174941
b2791;1.251249949
b2792;2.190643796
b2793;1.563905615
b2794;1.498662293
b2795;1.697601564
b2796;0.943169325
b2797;2.84745254
b2798;0.52692435
b2799;0.333660076
b2800;0.08565358
b2801;0.202471493
b2802;0.853466383
b2803;2.713661616
b2804;3.062076095
b2805;0.702576107
b2806;1.719769245
b2807;1.644363496
b2808;0.71438552
b2809;0.796813599
b2810;2.825254674
b2811;1.452439193
b2812;3.29299281
b2813;1.956075293
b2814;10.45515112
b2815;9.136708268
b2816;9.044743573
b2817;1.064133343
b2818;3.704665688
b2819;0.940900946
b2820;1.41194778
b2821;1.972509813
b2822;0.681652685
b2823;0.983051861
b2824;0.216233655
b2825;1.47649314
b2826;0.456564842
b2827;3.429301702
b2828;2.884375361
b2829;3.129251331
b2830;4.994623122
b2831;0.52765618
b2832;0.210221235
b2833;0.690095973
b2834;2.494745738
b2835;0.692559458
b2836;2.335480644
b2837;1.304331933
b2838;1.554616379
b2839;0.296057699
b2840;1.926441325
b2841;0.519551566
b2842;1.390177673
b2843;0.421400182
b2844;0.622727104
b2845;0.085214556
b2846;0.15667387
b2847;0.143571754
b2848;0.161193473
b2849;0.038055758
b2850;0.02140816
b2851;0.040205969
b2852;0.095649909
b2853;0.056104648
b2854;0.042810077
b2856;0.175253668
b2858;0.145283898
b2859;0.15377725
b2860;2.083079486
b2861;0
b2863;0.393101767
b2864;1.901143119
b2865;1.747774633
b2866;0.31012592
b2867;0.393549405
b2868;0.521423844
b2869;0.601839758
b2870;0.2022021
b2871;1.049169109
b2872;1.166413604
b2873;0.575190537
b2874;0.229133303
b2875;1.041333226
b2876;0.449520425
b2877;0.246178025
b2878;0.748587168
b2879;0.286832516
b2880;0.523955063
b2881;0.247359334
b2882;0.284662794
b2883;0.177619527
b2886;2.38316446
b2887;0.346844063
b2888;0.205209303
b2889;0.65126848
b2890;3.384824981
b2891;6.959417795
b2892;1.438845852
b2893;2.67541355
b2894;3.004501528
b2895;2.182470711
b2896;2.0065274
b2897;3.628324169
b2898;4.196486486
b2899;2.041806179
b2900;2.231534255
b2901;2.128209259
b2902;0.948007209
b2903;1.904420157
b2904;8.423998448
b2905;3.562996914
b2906;1.286220976
b2907;1.556746343
b2908;2.94359176
b2909;5.51198435
b2910;3.687047282
b2911;5.114167654
b2912;0.935183247
b2913;12.73983804
b2914;4.621389734
b2915;1.591042968
b2916;0.858561953
b2917;0.492755832
b2918;0.404587967
b2919;1.291839282
b2920;0.301632567
b2921;0.247035385
b2922;3.300502537
b2923;0.798208788
b2924;5.267395516
b2925;6.261403479
b2926;8.134579494
b2927;5.147438685
b2928;0.561363806
